step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
27,0.2200257033109665,0.0006625401292694733,3.575404298317153e-05,0.0,0.008993641822598875,0.2607421875,0.3281094630229152,226.86913394927979,232.8515625,140.5074806213379,5e-06,27,1,0.8984375,1.0,0.0,0.8984375,1.0,0.0,-0.06676250696182251,2.4748666286468506,-2.4748666286468506,-0.06676250696182251,2.4748666286468506,-2.4748666286468506,1964.1171875,8192.0,217.0,0.0078125,1964.1171875,8192.0,217.0,0.0078125,0.0,979.5,1357.0,788.0,0.0,6,62,21.5703125,0.0,1.0,7.1875,8,7.1875,8.0,8,8,5.378201603889465e-05,2.2741711121052504,76.0776085164398,19.82886581150524,0.0,0.0,0.0,76.0776085164398,0.0,1099,8192,78.19376415200531,0.00010173767805099487,2.9430043641477823,0.0036849267780780792,18.47083747573197,99.64759808219969,4.546530544757843e-05,0.31102461010236515,0.04902248104540802,9.779970906537926e-06,376783,99.64759808219969,1890.5774311247835,,,,,,,
28,0.23155759274959564,0.000634217300103046,1.2835401321353856e-05,0.0,0.008919319836422801,0.2412109375,0.3253623452120433,226.86913394927979,232.8515625,140.4237518310547,5e-06,28,1,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.05022773891687393,0.5400605201721191,-2.4748666286468506,-0.05022773891687393,0.5400605201721191,-2.4748666286468506,1831.140625,7469.0,261.0,0.0,1831.140625,7469.0,261.0,0.0,0.0,957.8125,1154.0,784.0,0.0,6,62,20.03125,0.0,1.0,7.8125,8,7.8125,8.0,8,8,3.267638385295868e-05,2.7651211507618427,69.76056733168662,18.993725505759357,0.0,0.0,0.0,69.76056733168662,0.0,1154,7469,71.91459649987519,9.969621896743774e-05,2.7372690849006176,0.0035950075834989548,17.12338880263269,91.81796708703041,3.9849430322647095e-05,0.3068212115906035,0.047966555558572856,1.0070444172877801e-05,356986,91.81796708703041,1943.9877146355675,,,,,,,
29,0.1839740127325058,0.0,-3.884188981828629e-05,0.0,0.0,0.0,0.321197888106606,226.86913394927979,232.8515625,139.20126342773438,5e-06,29,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.796875,3776.0,227.0,0.0,1228.796875,3776.0,227.0,0.0,0.0,948.75,1101.0,783.0,0.0,6,38,15.78125,0.0,1.0,8.0,8,8.0,8.0,8,8,2.9999762773513794e-05,2.4080597329884768,34.79417200945318,12.98207470298803,0.0,0.0,0.0,34.79417200945318,0.0,826,3776,36.87465807236731,9.571947157382965e-05,2.229951547458768,0.003636416047811508,12.824759859591722,51.95939368195832,3.831647336483002e-05,0.23444335841948621,0.04601206869682671,1.3046562027982708e-05,278726,51.95939368195832,2682.1521600701535,,,,,,,
30,0.18316049873828888,0.00023460784905182663,0.00015156562608353852,0.0,0.01578938313468825,0.2783203125,0.31498655879141324,226.86913394927979,232.8515625,139.39695358276367,5e-06,30,1,0.9921875,1.0,0.0,0.9921875,1.0,0.0,-0.10347779095172882,0.35355237126350403,-2.4748666286468506,-0.10347779095172882,0.35355237126350403,-2.4748666286468506,939.3828125,6359.0,187.0,0.0,939.3828125,6359.0,187.0,0.0,0.0,918.375,1204.0,780.0,0.0,6,62,12.5625,0.0,1.0,7.9375,8,7.9375,8.0,8,8,5.318596959114075e-05,1.9152482990175486,54.37925628386438,9.546468574350001,0.0,0.0,0.0,54.37925628386438,0.0,1204,6359,56.43345918878913,9.94224101305008e-05,2.009254226461053,0.003663327544927597,11.16409601829946,69.64175734296441,3.709644079208374e-05,0.46933624295198084,0.04694880008368396,1.5405531470344363e-05,237793,69.64175734296441,1707.2587558994385,,,,,,,
31,0.19114357233047485,0.0,-3.592461052903673e-05,0.0,0.0,0.0,0.3289508873162564,226.86913394927979,232.8515625,138.35828018188477,5e-06,31,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1428.8046875,4782.0,539.0,0.0,1428.8046875,4782.0,539.0,0.0,0.0,991.5625,1106.0,868.0,0.0,8,54,17.734375,0.0,1.0,8.0,8,8.0,8.0,8,8,3.0139461159706116e-05,6.069226406514645,43.37050451152027,15.013866391484044,0.0,0.0,0.0,43.37050451152027,0.0,959,4782,45.55294787324965,0.00011594034731388092,2.428028153255582,0.00429883599281311,14.053132887929678,62.080858550965786,3.9208680391311646e-05,0.2490770140756295,0.04536092757080917,1.3875851716756273e-05,309807,62.080858550965786,2495.189396790167,,,,,,,
32,0.21007560193538666,0.0006057556129235309,-3.548095355654368e-05,0.0,0.01510116847930476,0.265625,0.3302070680880373,226.86913394927979,232.8515625,138.70557022094727,5e-06,32,1,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.09542594850063324,0.5400605201721191,-2.4748666286468506,-0.09542594850063324,0.5400605201721191,-2.4748666286468506,1721.8515625,8152.0,526.0,0.0,1721.8515625,8152.0,526.0,0.0,0.0,998.875,1083.0,826.0,0.0,8,62,18.640625,0.0,1.0,7.8125,8,7.8125,8.0,8,8,7.594749331474304e-05,5.824679648503661,70.06763978861272,17.88722186438099,0.0,0.0,0.0,70.06763978861272,0.0,954,8152,72.25660596601665,0.0003148987889289856,2.69699783436954,0.005046140402555466,16.1701701246202,91.16096753254533,5.7501718401908875e-05,0.3278475023072757,0.046432249326266245,1.4489869154193836e-05,348253,91.16096753254533,1910.0992970246305,,,,,,,
33,0.20335862040519714,0.0005273979913908988,-3.0767874761750136e-05,0.0,0.015346147236414254,0.28515625,0.3247468213699004,226.86913394927979,232.8515625,139.01866149902344,5e-06,33,1,0.984375,1.0,0.0,0.984375,1.0,0.0,-0.09732922911643982,0.35355237126350403,-2.4748666286468506,-0.09732922911643982,0.35355237126350403,-2.4748666286468506,1599.3828125,6947.0,422.0,0.0,1599.3828125,6947.0,422.0,0.0,0.0,1009.0625,1223.0,859.0,0.0,8,62,18.171875,0.0,1.0,7.875,8,7.875,8.0,8,8,4.784204065799713e-05,4.6799954660236835,63.79967415332794,16.677957892345148,0.0,0.0,0.0,63.79967415332794,0.0,1019,6947,66.01294581778347,0.0001827441155910492,2.5856026895344257,0.004315132275223732,15.606668831780553,84.28310666047037,3.989972174167633e-05,0.32245322081165817,0.0467432074055743,1.2924162426803958e-05,333881,84.28310666047037,1980.7112791002137,,,,,,,
34,0.21078699827194214,0.0007404320640489459,1.2096044656573213e-05,0.0,0.01082013885024935,0.306640625,0.31939191383889504,226.86913394927979,232.8515625,138.83631896972656,5e-06,34,1,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.07043799757957458,0.5400605201721191,-2.4748666286468506,-0.07043799757957458,0.5400605201721191,-2.4748666286468506,1229.0703125,7227.0,195.0,0.0,1229.0703125,7227.0,195.0,0.0,0.0,906.3125,1116.0,779.0,0.0,6,62,15.0625,0.0,1.0,7.8125,8,7.8125,8.0,8,8,7.817894220352173e-05,2.0321366749703884,54.639913154765964,12.21550232890877,0.0,0.0,0.0,54.639913154765964,0.0,886,7227,56.86491878516972,0.00012689270079135895,2.2493537571281195,0.004639836028218269,13.023577965795994,72.17663200572133,4.7091394662857056e-05,0.3614579031735733,0.047647991855222074,1.6975278979611638e-05,273329,72.17663200572133,1893.4729454980222,,,,,,,
35,0.20904496312141418,0.0007119541696738452,6.956972754323942e-05,0.0,0.01362576405517757,0.2880859375,0.320779518695052,226.86913394927979,232.8515625,138.38974380493164,5e-06,35,1,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.09173630177974701,0.5400605201721191,-2.4748666286468506,-0.09173630177974701,0.5400605201721191,-2.4748666286468506,1387.15625,7591.0,219.0,0.0,1387.15625,7591.0,219.0,0.0,0.0,953.625,1104.0,783.0,0.0,6,62,16.46875,0.0,1.0,7.8125,8,7.8125,8.0,8,8,7.252395153045654e-05,2.3873775023967028,63.279018281027675,14.004578926527756,0.0,0.0,0.0,63.279018281027675,0.0,964,7591,65.49577005021274,0.00012549199163913727,2.4322084952145815,0.003923607990145683,14.334072414785624,82.29620648361742,3.972649574279785e-05,0.368873876693622,0.047840839779672996,1.3095280655983189e-05,299620,82.29620648361742,1820.3755239899476,,,,,,,
36,0.26607078313827515,0.0007706721225986257,3.295570434147521e-05,1.2333254062468768e-06,0.006930709729203954,0.224609375,0.3294118034869027,226.86913394927979,232.8515625,139.14799118041992,5e-06,36,1,0.90625,1.0,0.0,0.90625,1.0,0.0,-0.043161790817976,1.6201815605163574,-1.6201815605163574,-0.043161790817976,1.6201815605163574,-1.6201815605163574,2154.015625,8192.0,193.0,0.0078125,2154.015625,8192.0,193.0,0.0078125,0.0,929.25,1120.0,779.0,0.0,6,62,22.4765625,0.0,1.0,7.25,8,7.25,8.0,8,8,3.4868717193603516e-05,1.9701161198318005,73.66985824890435,21.627570133307017,0.0,0.0,0.0,73.66985824890435,0.0,819,8192,75.87839124724269,0.0001333281397819519,3.089826775714755,0.003818083554506302,19.94573239609599,98.94400507211685,3.856979310512543e-05,0.2752068855670829,0.0505392831162576,9.674410640367868e-06,394658,98.94400507211685,1994.3502373506483,,,,,,,
37,0.24446021020412445,0.0012530352196336025,-7.048221425520751e-05,0.0,0.01005105982767418,0.2568359375,0.33216461518412294,226.86913394927979,232.8515625,139.42036819458008,5e-06,37,1,0.9453125,1.0,0.0,0.9453125,1.0,0.0,-0.09073172509670258,0.5400605201721191,-2.4748666286468506,-0.09073172509670258,0.5400605201721191,-2.4748666286468506,2675.328125,8029.0,261.0,0.0,2675.328125,8029.0,261.0,0.0,0.0,987.625,1194.0,781.0,0.0,6,62,28.203125,0.0,1.0,7.5625,8,7.5625,8.0,8,8,3.159418702125549e-05,2.763701105490327,74.4359189607203,27.824381167971296,0.0,0.0,0.0,74.4359189607203,0.0,819,8029,76.82324430346489,0.0002153553068637848,3.536169236525893,0.0039898548275232315,22.860577791929245,103.25337928161025,6.61071389913559e-05,0.22433943354922845,0.04875799877986351,8.509729657003254e-06,468858,103.25337928161025,2270.4244803516326,,,,,,,
38,0.19726821780204773,0.0002521922178857494,8.068779789027758e-05,0.0,0.0076897230464965105,0.171875,0.3230324553871303,226.86913394927979,232.8515625,139.33002090454102,5e-06,38,1,0.984375,1.0,0.0,0.984375,1.0,0.0,-0.04943438246846199,0.5400605201721191,-1.6201815605163574,-0.04943438246846199,0.5400605201721191,-1.6201815605163574,1424.0,6395.0,256.0,0.0,1424.0,6395.0,256.0,0.0,0.0,918.875,1121.0,786.0,0.0,6,62,15.90625,0.0,1.0,7.875,8,7.875,8.0,8,8,6.160885095596313e-05,2.7262061573565006,53.37574308179319,14.572042851839797,0.0,0.0,0.0,53.37574308179319,0.0,978,6395,55.62366138771176,0.00011772476136684418,2.3827359564602375,0.004055056720972061,14.079784587025642,72.11728313751519,3.961101174354553e-05,0.30516843721313075,0.04695014334360042,1.3521903914034776e-05,299888,72.11728313751519,2079.1687301098505,,,,,,,
39,0.2368878424167633,0.00095477335707983,9.034102913574316e-05,0.0,0.017953741538804024,0.2744140625,0.3305931136137171,226.86913394927979,232.8515625,138.9447250366211,5e-06,39,1,0.84375,1.0,0.0,0.84375,1.0,0.0,-0.14374013245105743,1.6201815605163574,-2.4748666286468506,-0.14374013245105743,1.6201815605163574,-2.4748666286468506,2228.28125,7377.0,262.0,0.0,2228.28125,7377.0,262.0,0.0,0.0,1003.1875,1255.0,783.0,0.0,6,62,23.984375,0.0625,0.9375,6.75,8,6.75,8.0,8,8,2.837926149368286e-05,2.889107970520854,66.99930772744119,22.356584056542488,0.0,0.0,0.0,66.99930772744119,0.0,1132,7377,69.24256325140595,0.00011988356709480286,3.1465270649641752,0.0038889311254024506,20.242010725662112,92.67369891889393,4.941597580909729e-05,0.24276896168363352,0.04893771873679275,9.402001618368318e-06,413628,92.67369891889393,2231.6364018339145,,,,,,,
40,0.21939589083194733,0.000590640920563601,7.96584513560461e-05,0.0,0.01754816243192181,0.291015625,0.3301789069922451,226.86913394927979,232.8515625,139.3577003479004,5e-06,40,1,0.9609375,1.0,0.0,0.9609375,1.0,0.0,-0.13036677241325378,0.7245674133300781,-2.4748666286468506,-0.13036677241325378,0.7245674133300781,-2.4748666286468506,1927.375,8192.0,479.0,0.0078125,1927.375,8192.0,479.0,0.0078125,0.0,963.75,1114.0,826.0,0.0,8,62,19.9140625,0.0,1.0,7.6875,8,7.6875,8.0,8,8,7.070600986480713e-05,5.356349708512425,73.90281105600297,19.733067987806862,0.0,0.0,0.0,73.90281105600297,0.0,986,8192,76.08745501562953,0.0001570526510477066,2.814608221873641,0.003775421530008316,17.585547311231494,96.53242507018149,3.7223100662231445e-05,0.30841597629397793,0.047520286521335484,1.0202077289356208e-05,370064,96.53242507018149,1916.7859904635889,,,,,,,
41,0.21513530611991882,0.0003296152572147548,-0.00017444231025365298,0.0,0.009866293054074049,0.2265625,0.31735352491248003,226.86913394927979,232.8515625,138.88653564453125,5e-06,41,1,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.06178434193134308,0.35355237126350403,-2.4748666286468506,-0.06178434193134308,0.35355237126350403,-2.4748666286468506,1230.3984375,6898.0,217.0,0.0,1230.3984375,6898.0,217.0,0.0,0.0,919.5,1206.0,780.0,0.0,6,62,15.484375,0.0625,0.9375,7.4375,8,7.4375,8.0,8,8,3.4086406230926514e-05,2.264336770400405,58.424599297344685,12.035852936503943,0.0,0.0,0.0,58.424599297344685,0.0,1206,6898,60.57195865176618,0.00011323019862174988,2.2777594961225986,0.003916129469871521,13.31746088154614,76.19978104159236,3.740750253200531e-05,0.38460584193234015,0.04839422240711276,1.4230793859708203e-05,275187,76.19978104159236,1805.6941649858143,,,,,,,
42,0.2545696496963501,0.0005622996177407913,5.4032510433899006e-05,0.0,0.012161529601144139,0.1953125,0.3308147279310544,226.86913394927979,232.8515625,139.6419563293457,5e-06,42,1,0.8359375,1.0,0.0,0.8359375,1.0,0.0,-0.08369126915931702,1.6201815605163574,-1.6201815605163574,-0.08369126915931702,1.6201815605163574,-1.6201815605163574,2370.6796875,8192.0,230.0,0.0078125,2370.6796875,8192.0,230.0,0.0078125,0.0,987.875,1260.0,791.0,0.0,6,62,24.1953125,0.0625,0.9375,6.6875,8,6.6875,8.0,8,8,6.560049951076508e-05,2.4700053576380014,77.38126854412258,23.58008437260287,0.0,0.0,0.0,77.38126854412258,0.0,1132,8170,79.52742402814329,0.00011435337364673615,3.3411593679338694,0.0039039943367242813,21.75174737162888,104.65169632807374,3.736838698387146e-05,0.2620801129295834,0.050597814284020236,9.081274117457243e-06,429895,104.65169632807374,2053.9323063255347,,,,,,,
43,0.22159291803836823,0.000551971977984067,-9.312567067354394e-05,2.650937744874682e-06,0.007568725384771824,0.22607421875,0.3297642086753173,226.86913394927979,232.8515625,138.80858612060547,5e-06,43,1,0.9375,1.0,0.0,0.9375,1.0,0.0,-0.058601025491952896,1.20761239528656,-1.20761239528656,-0.058601025491952896,1.20761239528656,-1.20761239528656,1989.7421875,8192.0,229.0,0.015625,1989.7421875,8192.0,229.0,0.015625,0.0,927.125,1215.0,784.0,0.0,6,62,21.40625,0.0,1.0,7.5,8,7.5,8.0,8,8,6.796605885028839e-05,2.4908158387988806,75.6828749962151,20.038016660197172,0.0,0.0,0.0,75.6828749962151,0.0,1215,8192,77.90975274890661,0.00011639297008514404,2.8662140872329473,0.003998665139079094,18.17487708851695,99.01346840336919,3.690645098686218e-05,0.3059039242242698,0.048679359781114026,1.0709973883257386e-05,373359,99.01346840336919,1885.3950175696275,,,,,,,
44,0.22233709692955017,0.0005499434555531479,-5.9871846588066546e-05,0.0,0.013142867712303996,0.2421875,0.325997424520157,226.86913394927979,232.8515625,138.81935501098633,5e-06,44,1,0.984375,1.0,0.0,0.984375,1.0,0.0,-0.09662628173828125,0.35355237126350403,-2.4748666286468506,-0.09662628173828125,0.35355237126350403,-2.4748666286468506,1633.8359375,8192.0,216.0,0.015625,1633.8359375,8192.0,216.0,0.015625,0.0,926.25,1098.0,781.0,0.0,6,61,17.234375,0.0,1.0,7.875,8,7.875,8.0,8,8,3.0763447284698486e-05,2.3500439189374447,73.32164558395743,16.110360101767583,0.0,0.0,0.0,73.32164558395743,0.0,996,8192,75.45092706009746,0.00011481158435344696,2.5845842640846968,0.0039791930466890335,15.826143573969603,93.90075703151524,3.755837678909302e-05,0.3607830836179115,0.048295936031107364,1.2143125831008582e-05,327691,93.90075703151524,1744.8794363288223,,,,,,,
45,0.20293721556663513,0.00022411804093280807,1.2968974431259994e-05,0.0,0.01175765466177836,0.21728515625,0.310379558625804,226.86913394927979,232.8515625,138.85240173339844,5e-06,45,1,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.07711711525917053,0.35355237126350403,-2.4748666286468506,-0.07711711525917053,0.35355237126350403,-2.4748666286468506,1467.453125,8192.0,414.0,0.0078125,1467.453125,8192.0,414.0,0.0078125,0.0,958.5625,1141.0,861.0,0.0,8,62,17.1171875,0.0625,0.9375,7.4375,8,7.4375,8.0,8,8,3.2979995012283325e-05,4.56039896607399,69.4715833067894,14.765008056972874,0.0,0.0,0.0,69.4715833067894,0.0,861,8192,71.62796867080033,0.00011891685426235199,2.4133241940289736,0.003802243620157242,15.34366961196065,89.41750736348331,3.7375837564468384e-05,0.3813365454113756,0.04941123115950359,1.2244368080885073e-05,310530,89.41750736348331,1736.4049231303864,,,,,,,
46,0.20061898231506348,0.0003674336949188728,-1.8694406804797836e-05,0.0,0.00384370208485052,0.20263671875,0.3228893725509982,226.86913394927979,232.8515625,139.25945281982422,5e-06,46,1,0.9921875,1.0,0.0,0.9921875,1.0,0.0,-0.027266379445791245,0.35355237126350403,-2.4748666286468506,-0.027266379445791245,0.35355237126350403,-2.4748666286468506,1163.71875,6401.0,201.0,0.0,1163.71875,6401.0,201.0,0.0,0.0,934.25,1212.0,783.0,0.0,6,62,13.703125,0.0,1.0,7.9375,8,7.9375,8.0,8,8,5.801953375339508e-05,2.0888959486037493,55.792708026245236,12.266962883004453,0.0,0.0,0.0,55.792708026245236,0.0,1011,6401,58.033341428264976,0.00013641268014907837,2.093632038682699,0.0038681477308273315,12.414603609591722,72.57485502026975,4.4519081711769104e-05,0.3896005627719929,0.04622999780141403,1.4404363338151976e-05,268540,72.57485502026975,1850.0898136482551,,,,,,,
47,0.22493185102939606,0.0007299851422430947,-1.7691378388917656e-06,0.0,0.02168521174462512,0.283203125,0.3226789599629052,226.86913394927979,232.8515625,138.94143676757812,5e-06,47,2,0.953125,1.0,0.0,0.953125,1.0,0.0,-0.14510010182857513,0.7245674133300781,-2.4748666286468506,-0.14510010182857513,0.7245674133300781,-2.4748666286468506,1737.1015625,8114.0,205.0,0.0,1737.1015625,8114.0,205.0,0.0,0.0,935.0,1194.0,806.0,0.0,6,62,18.078125,0.0,1.0,7.625,8,7.625,8.0,8,8,0.0001481231302022934,2.201704865321517,72.30421653017402,17.466097990967683,0.0,0.0,0.0,72.30421653017402,0.0,962,8114,74.65994395501912,0.0001550242304801941,2.717736590653658,0.004092814400792122,16.80705325677991,94.22338465601206,4.1658058762550354e-05,0.33577818634227774,0.04913926379570127,1.1966278885100743e-05,342029,94.22338465601206,1814.9899902697687,,,,,,,
48,0.22122439742088318,0.00028350244610919617,5.9490019751251566e-05,0.0,0.012203537335153669,0.181640625,0.32234035174874964,226.86913394927979,232.8515625,139.64566040039062,5e-06,48,2,0.96875,1.0,0.0,0.96875,1.0,0.0,-0.07847537845373154,0.935412585735321,-0.935412585735321,-0.07847537845373154,0.935412585735321,-0.935412585735321,1489.75,8192.0,212.0,0.0078125,1489.75,8192.0,212.0,0.0078125,0.0,900.8125,1089.0,779.0,0.0,6,62,17.4296875,0.0,1.0,7.75,8,7.75,8.0,8,8,3.607757389545441e-05,2.2743730507791042,71.52047909982502,15.34946390982077,0.0,0.0,0.0,71.52047909982502,0.0,819,8192,73.67899317853153,0.00010896660387516022,2.4316000025719404,0.0037677325308322906,14.571414506062865,90.71279507502913,3.730878233909607e-05,0.3863850540072345,0.04762024662756825,1.2313173320976661e-05,305992,90.71279507502913,1686.597793326245,,,,,,,
49,0.19933974742889404,0.00045053161011310294,8.149193854478654e-05,0.0,0.003539990750141442,0.2158203125,0.3275579663492172,226.86913394927979,232.8515625,139.24462509155273,5e-06,49,2,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.024037843570113182,0.7245674133300781,-1.20761239528656,-0.024037843570113182,0.7245674133300781,-1.20761239528656,1478.671875,7828.0,245.0,0.0,1478.671875,7828.0,245.0,0.0,0.0,984.9375,1223.0,785.0,0.0,6,62,16.84375,0.0,1.0,7.8125,8,7.8125,8.0,8,8,3.287754952907562e-05,2.6142116226255894,65.69266204722226,14.765146287274547,0.0,0.0,0.0,65.69266204722226,0.0,954,7672,67.857308158651,0.00010246410965919495,2.455338152125478,0.0037229638546705246,14.940317476168275,85.28855337388813,4.163011908531189e-05,0.3585212033531516,0.04737814016581449,1.1806114804467926e-05,315342,85.28855337388813,1848.6771525928168,,,,,,,
50,0.21498169004917145,0.0007427887339872541,4.359468130132882e-05,0.0,0.019658341945614666,0.2958984375,0.3258886377898542,226.86913394927979,232.8515625,138.7512435913086,5e-06,50,2,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.14918695390224457,0.35355237126350403,-2.4748666286468506,-0.14918695390224457,0.35355237126350403,-2.4748666286468506,1669.9921875,7728.0,300.0,0.0,1669.9921875,7728.0,300.0,0.0,0.0,965.625,1116.0,784.0,0.0,6,62,17.71875,0.0,1.0,7.8125,8,7.8125,8.0,8,8,3.29725444316864e-05,3.1358007322996855,68.33185031451285,16.975997435103636,0.0,0.0,0.0,68.33185031451285,0.0,1109,7728,70.5673290155828,0.00011295080184936523,2.5560239385813475,0.003790350630879402,16.161796482279897,89.31880705058575,3.904104232788086e-05,0.3301256509226877,0.04790681879623753,1.1235362420683611e-05,337359,89.31880705058575,1888.510444440534,,,,,,,
51,0.21838659048080444,0.0006513719126814976,2.695740613489761e-05,0.0,0.013268094626255333,0.2314453125,0.32890404315429944,226.86913394927979,232.8515625,139.12011337280273,5e-06,51,2,0.9453125,1.0,0.0,0.9453125,1.0,0.0,-0.07833553850650787,0.935412585735321,-1.20761239528656,-0.07833553850650787,0.935412585735321,-1.20761239528656,1812.515625,8192.0,215.0,0.0078125,1812.515625,8192.0,215.0,0.0078125,0.0,992.4375,1215.0,781.0,0.0,6,62,19.8046875,0.0,1.0,7.5625,8,7.5625,8.0,8,8,5.568750202655792e-05,2.313845921307802,74.64673521369696,18.86033590513398,0.0,0.0,0.0,74.64673521369696,0.0,1215,8192,76.95500330626965,0.00011275708675384521,2.7372203953564167,0.0037603341042995453,17.213079176843166,96.93907969072461,3.985315561294556e-05,0.33169974097753313,0.04794275521773193,1.047347634012251e-05,359034,96.93907969072461,1851.8537680854079,,,,,,,
52,0.20176811516284943,0.0,3.22947557833686e-05,0.0,0.0,0.0,0.3253108919337295,226.86913394927979,232.8515625,139.3779525756836,5e-06,52,2,0.9375,1.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322.625,7160.0,218.0,0.0,1322.625,7160.0,218.0,0.0,0.0,947.0625,1090.0,780.0,0.0,6,62,16.078125,0.0625,0.9375,7.5,8,7.5,8.0,8,8,6.45667314529419e-05,2.407590987160802,63.17396708019078,13.83175955300976,0.0,0.0,0.0,63.17396708019078,0.0,1086,7160,65.58229861967266,0.0001345071941614151,2.2557605765759945,0.003986356779932976,13.637408731505275,81.51046838238835,4.070252180099487e-05,0.3873824462460581,0.04694137660575959,1.372145387557819e-05,290520,81.51046838238835,1782.1023836907034,,,,,,,
53,0.21644505858421326,0.000953801252762787,5.7274474329460645e-05,0.0,0.009584744984749705,0.2705078125,0.32794839692488353,226.86913394927979,232.8515625,139.51209259033203,5e-06,53,2,0.9375,1.0,0.0,0.9375,1.0,0.0,-0.06649398803710938,1.20761239528656,-2.4748666286468506,-0.06649398803710938,1.20761239528656,-2.4748666286468506,1785.5234375,8192.0,224.0,0.015625,1785.5234375,8192.0,224.0,0.015625,0.0,918.75,1260.0,783.0,0.0,6,62,19.484375,0.0,1.0,7.5,8,7.5,8.0,8,8,3.400444984436035e-05,2.4493962563574314,78.64302387647331,18.190155462521943,0.0,0.0,0.0,78.64302387647331,0.0,995,8192,80.92438011616468,0.00012387149035930634,2.6857950128614902,0.003837544471025467,16.96105278097093,100.60520465113223,3.581121563911438e-05,0.3540820055225607,0.048999566025332966,1.1086458848481907e-05,346147,100.60520465113223,1720.3235220301517,,,,,,,
54,0.20082415640354156,0.00024992882390506566,5.6525792501815886e-05,0.0,0.005275879782857373,0.19384765625,0.32306295631274,226.86913394927979,232.8515625,138.94417190551758,5e-06,54,2,0.9921875,1.0,0.0,0.9921875,1.0,0.0,-0.03659061715006828,0.35355237126350403,-2.4748666286468506,-0.03659061715006828,0.35355237126350403,-2.4748666286468506,1439.2109375,6027.0,231.0,0.0,1439.2109375,6027.0,231.0,0.0,0.0,945.25,1090.0,781.0,0.0,6,62,17.484375,0.0,1.0,7.9375,8,7.9375,8.0,8,8,5.420111119747162e-05,2.5986905060708523,54.142076414078474,15.239703459505108,0.0,0.0,0.0,54.142076414078474,0.0,1005,6027,56.480931701138616,0.00010857731103897095,2.368897734209895,0.0037797074764966965,14.33563332259655,73.2182006277144,3.703683614730835e-05,0.3065966686451377,0.046969582756180316,1.2383916295601065e-05,305211,73.2182006277144,2084.256355546603,,,,,,,
55,0.2523629665374756,0.00039326641126535833,-4.451540462468984e-06,0.0,0.0074433902045711875,0.1650390625,0.33886487759630457,226.86913394927979,232.8515625,139.21307373046875,5e-06,55,2,0.7890625,1.0,0.0,0.7890625,1.0,0.0,-0.05170750617980957,0.5400605201721191,-2.4748666286468506,-0.05170750617980957,0.5400605201721191,-2.4748666286468506,2331.5703125,8192.0,239.0,0.0078125,2331.5703125,8192.0,239.0,0.0078125,0.0,971.9375,1206.0,784.0,0.0,6,62,24.3515625,0.1875,0.8125,6.3125,8,6.3125,8.0,8,8,3.0759721994400024e-05,2.5790238808840513,82.44658606499434,24.33161047755857,0.0,0.0,0.0,82.44658606499434,0.0,1076,8192,84.8386668805033,0.00013099797070026398,3.220649277791381,0.0037586279213428497,20.624651661142707,108.71467061154544,4.598498344421387e-05,0.2842728273947055,0.048775453320553455,8.88881828109526e-06,422849,108.71467061154544,1944.7651251729665,,,,,,,
